,guest_size,total_interactions,message_length,channel,user_stage,total_reviews,lead_time,days_of_stay,reply_t,accept_t,replied,accepted,booked
78,2.0,8,143.0,book_it,past_booker,10.0,7,2,361.55,1732.166666666667,1,1,1
79,1.0,13,89.0,book_it,past_booker,3.0,116,4,204.21666666666667,0.2833333333333333,1,1,1
80,2.0,3,335.0,contact_me,past_booker,0.0,12,30,91.66666666666669,,1,0,0
81,3.0,5,396.0,contact_me,past_booker,0.0,65,28,836.2333333333332,,1,0,0
82,2.0,4,45.0,contact_me,past_booker,13.0,6,3,10.933333333333335,109.25,1,1,0
83,3.0,42,164.0,instant_book,new,0.0,0,2,,0.0,1,1,1
84,2.0,8,263.0,instant_book,past_booker,53.0,8,5,,0.0,1,1,1
85,2.0,2,329.0,contact_me,new,0.0,64,5,,0.0,1,1,0
86,12.0,16,144.0,book_it,new,3.0,23,5,0.06666666666666668,1519.8666666666666,1,1,1
87,2.0,11,619.0,instant_book,new,17.0,145,9,,0.0,1,1,1
88,4.0,20,0.0,book_it,new,0.0,1,4,1427.75,,1,0,0
89,1.0,15,608.0,book_it,past_booker,4.0,208,14,1076.6666666666667,0.08333333333333333,1,1,1
90,2.0,29,174.0,instant_book,past_booker,4.0,24,3,,0.0,1,1,1
91,1.0,50,897.0,instant_book,past_booker,0.0,60,8,,0.0,1,1,1
92,2.0,42,152.0,contact_me,new,1.0,44,3,,0.0,1,1,1
93,4.0,3,37.0,book_it,past_booker,0.0,9,1,553.0833333333334,,1,0,0
94,1.0,2,301.0,contact_me,new,0.0,185,13,982.3333333333336,,1,0,0
95,3.0,13,207.0,instant_book,past_booker,7.0,116,18,,0.0,1,1,1
96,2.0,7,370.0,book_it,past_booker,18.0,345,7,38.43333333333333,,1,0,0
97,2.0,4,227.0,book_it,new,0.0,37,7,16708.533333333336,,1,0,0
98,4.0,3,66.0,contact_me,past_booker,10.0,16,4,,0.0,1,1,0
99,1.0,20,461.0,contact_me,new,0.0,57,7,186.0,744.3,1,1,0
100,4.0,5,146.0,book_it,past_booker,0.0,59,2,1441.65,,1,0,0
101,2.0,2,71.0,book_it,new,0.0,69,7,634.4166666666666,,1,0,0
102,2.0,5,29.0,contact_me,new,0.0,74,11,2.283333333333333,0.26666666666666666,1,1,0
103,8.0,3,411.0,contact_me,new,0.0,131,1,89.13333333333334,,1,0,0
104,1.0,7,107.0,contact_me,past_booker,0.0,2,3,,0.0,1,1,0
105,1.0,5,323.0,contact_me,past_booker,0.0,35,46,,0.0,1,1,0
106,2.0,3,214.0,contact_me,new,15.0,8,5,,0.0,1,1,0
107,2.0,3,35.0,contact_me,new,0.0,128,7,411.01666666666665,,1,0,0
108,2.0,5,112.0,contact_me,new,0.0,10,3,322.8,,1,0,0
109,5.0,2,167.0,contact_me,past_booker,1.0,31,4,372.66666666666674,,1,0,0
110,2.0,3,320.0,contact_me,new,0.0,217,8,622.3,,1,0,0
111,4.0,4,65.0,contact_me,new,0.0,106,2,7179.583333333332,,1,0,0
112,4.0,23,267.0,book_it,past_booker,9.0,45,2,220.3,0.08333333333333333,1,1,1
113,4.0,4,377.0,contact_me,new,5.0,70,4,397.2,1.6,1,1,0
114,1.0,11,174.0,instant_book,past_booker,47.0,3,7,,0.0,1,1,1
115,1.0,6,431.0,book_it,new,10.0,123,13,1.2666666666666666,,1,0,0
116,6.0,10,129.0,contact_me,new,20.0,66,3,28.85,0.016666666666666666,1,1,1
117,2.0,5,335.0,contact_me,past_booker,38.0,26,5,250.6,0.5333333333333333,1,1,0
118,2.0,9,43.0,book_it,past_booker,41.0,0,3,,0.0,1,1,1
119,1.0,5,0.0,book_it,new,1.0,2,1,80.73333333333333,,1,0,0
120,8.0,24,24.0,instant_book,new,0.0,115,6,,0.0,1,1,1
121,1.0,3,118.0,contact_me,new,2.0,31,5,,,0,0,0
122,1.0,7,0.0,book_it,new,0.0,198,3,14.6,,1,0,0
123,4.0,21,0.0,instant_book,new,11.0,111,2,30.36666666666667,6.883333333333334,1,1,1
124,2.0,9,25.0,instant_book,new,1.0,3,5,,0.0,1,1,1
125,5.0,3,302.0,instant_book,past_booker,16.0,44,3,,0.0,1,1,1
126,6.0,14,61.0,contact_me,new,1.0,22,5,123.35,,1,0,0
127,2.0,6,127.0,instant_book,past_booker,90.0,9,3,,0.0,1,1,1
128,2.0,11,129.0,instant_book,new,2.0,50,3,,0.0,1,1,1
129,6.0,3,267.0,book_it,new,6.0,147,3,155.75,,1,0,0
130,1.0,15,156.0,instant_book,new,58.0,21,14,,0.0,1,1,1
131,1.0,6,690.0,contact_me,past_booker,0.0,3,3,516.5166666666668,,1,0,0
132,1.0,2,125.0,contact_me,new,4.0,188,7,901.7333333333332,,1,0,0
133,8.0,1,94.0,contact_me,past_booker,0.0,22,5,,,0,0,0
134,4.0,7,173.0,contact_me,past_booker,3.0,22,8,7.0,0.03333333333333333,1,1,0
135,2.0,23,274.0,contact_me,new,0.0,87,16,1087.5333333333335,450.6833333333333,1,1,1
136,3.0,8,1080.0,contact_me,new,0.0,88,14,,0.0,1,1,0
137,1.0,2,0.0,instant_book,past_booker,15.0,21,3,,0.0,1,1,1
138,3.0,11,0.0,book_it,new,0.0,151,1,,0.0,1,1,1
139,2.0,1,138.0,contact_me,new,0.0,218,10,,,0,0,0
140,1.0,6,76.0,contact_me,new,5.0,25,4,319.71666666666664,490.61666666666673,1,1,0
141,2.0,19,2.0,instant_book,new,12.0,18,3,,0.0,1,1,1
142,2.0,5,590.0,book_it,new,0.0,193,5,19.983333333333334,,1,0,0
143,8.0,7,62.0,contact_me,new,0.0,27,5,375.58333333333326,,1,0,0
144,2.0,2,228.0,book_it,new,0.0,144,6,289.6666666666667,,1,0,0
145,2.0,19,21.0,instant_book,new,10.0,82,1,,0.0,1,1,1
146,3.0,6,114.0,book_it,past_booker,19.0,1,4,,0.0,1,1,1
147,2.0,4,301.0,book_it,past_booker,8.0,2,3,810.3333333333335,,1,0,0
148,10.0,2,107.0,contact_me,past_booker,0.0,225,11,,0.0,1,1,0
149,1.0,11,208.0,instant_book,past_booker,33.0,31,3,,0.0,1,1,1
150,7.0,6,116.0,contact_me,new,2.0,16,5,180.36666666666667,1116.7166666666667,1,1,0
151,2.0,2,255.0,contact_me,new,0.0,29,3,76.56666666666666,,1,0,0
152,2.0,4,0.0,book_it,new,0.0,102,7,4274.6,,1,0,0
153,2.0,14,150.0,book_it,new,19.0,59,3,,0.0,1,1,1
154,1.0,5,71.0,contact_me,past_booker,1.0,0,15,,0.0,1,1,0
155,5.0,5,143.0,contact_me,new,0.0,61,20,,0.0,1,1,0
156,4.0,3,787.0,contact_me,new,4.0,133,7,1256.6166666666666,,1,0,0
157,16.0,2,244.0,contact_me,new,0.0,344,5,7166.25,,1,0,0
158,2.0,4,625.0,book_it,new,16.0,3,2,24.16666666666667,,1,0,0
159,2.0,9,228.0,contact_me,past_booker,4.0,60,32,55.21666666666667,1696.3666666666666,1,1,0
160,2.0,4,337.0,instant_book,new,0.0,135,8,,0.0,1,1,1
161,1.0,3,195.0,instant_book,past_booker,182.0,7,2,,0.0,1,1,1
162,2.0,3,501.0,contact_me,new,0.0,53,19,,0.0,1,1,0
163,2.0,4,80.0,contact_me,new,0.0,23,9,,0.0,1,1,0
164,2.0,2,91.0,contact_me,new,0.0,78,10,,,0,0,0
165,1.0,13,67.0,book_it,past_booker,1.0,0,2,13.216666666666667,3.8166666666666673,1,1,1
166,4.0,17,39.0,book_it,past_booker,144.0,133,2,6.966666666666668,11.466666666666667,1,1,1
167,1.0,4,416.0,contact_me,new,14.0,41,30,,0.0,1,1,0
168,4.0,2,146.0,contact_me,new,2.0,3,2,229.95,,1,0,0
169,1.0,3,365.0,contact_me,new,0.0,190,6,675.0,,1,0,0
170,2.0,5,138.0,book_it,past_booker,2.0,34,7,51.2,,1,0,0
171,1.0,2,155.0,instant_book,new,9.0,0,3,,0.0,1,1,1
172,2.0,10,263.0,instant_book,new,9.0,18,7,,0.0,1,1,1
173,2.0,3,276.0,contact_me,new,0.0,17,3,2.85,59.35,1,1,0
174,1.0,3,0.0,instant_book,past_booker,15.0,184,7,,0.0,1,1,1
175,2.0,8,101.0,instant_book,past_booker,61.0,153,3,,0.0,1,1,1
176,2.0,3,411.0,book_it,new,1.0,62,16,3396.066666666666,,1,0,0
177,2.0,29,656.0,contact_me,new,37.0,45,2,44.8,6932.533333333334,1,1,1
178,4.0,30,200.0,contact_me,new,0.0,91,21,1.7,20002.6,1,1,1
179,2.0,2,252.0,contact_me,past_booker,0.0,0,2,196.38333333333333,,1,0,0
180,2.0,20,108.0,instant_book,past_booker,20.0,56,14,,0.0,1,1,1
181,2.0,12,295.0,book_it,past_booker,22.0,96,4,29.98333333333333,0.5333333333333333,1,1,1
182,1.0,3,88.0,contact_me,past_booker,2.0,27,6,,0.0,1,1,0
183,2.0,2,247.0,book_it,new,0.0,196,5,1111.3666666666666,,1,0,0
184,2.0,13,91.0,instant_book,past_booker,43.0,2,5,,0.0,1,1,1
185,2.0,5,272.0,instant_book,past_booker,11.0,55,3,,0.0,1,1,1
186,3.0,9,60.0,instant_book,new,0.0,65,2,,0.0,1,1,1
187,2.0,16,343.0,book_it,new,10.0,184,2,16.200000000000006,27.48333333333333,1,1,1
188,8.0,7,119.0,book_it,new,5.0,22,5,173.05,,1,0,0
189,3.0,6,213.0,instant_book,past_booker,20.0,0,3,,0.0,1,1,1
190,4.0,5,75.0,contact_me,new,8.0,30,4,8.066666666666668,,1,0,0
191,1.0,2,0.0,book_it,past_booker,6.0,8,2,250.98333333333332,336.93333333333334,1,1,1
192,1.0,3,226.0,instant_book,past_booker,14.0,238,6,,0.0,1,1,1
193,1.0,12,576.0,instant_book,past_booker,83.0,56,7,,0.0,1,1,1
194,5.0,6,192.0,contact_me,new,0.0,161,6,1185.0333333333333,,1,0,0
195,5.0,17,157.0,contact_me,new,0.0,55,6,90.31666666666666,,1,0,0
196,1.0,11,405.0,book_it,past_booker,10.0,181,7,29.95,,1,0,0
197,2.0,11,325.0,instant_book,past_booker,45.0,14,1,,0.0,1,1,1
198,4.0,2,186.0,contact_me,new,0.0,109,4,795.9333333333333,,1,0,0
199,1.0,9,44.0,contact_me,new,1.0,0,4,826.0666666666667,,1,0,0
200,6.0,2,146.0,contact_me,new,0.0,30,5,102.63333333333334,,1,0,0
201,1.0,9,0.0,instant_book,past_booker,8.0,1,3,,0.0,1,1,1
202,2.0,3,358.0,contact_me,new,0.0,88,69,,0.0,1,1,0
203,6.0,4,134.0,contact_me,new,1.0,39,15,8.6,367.83333333333326,1,1,0
204,1.0,3,158.0,contact_me,past_booker,2.0,6,92,573.2333333333332,,1,0,0
205,2.0,14,427.0,book_it,past_booker,95.0,210,7,,0.0,1,1,1
206,1.0,7,92.0,instant_book,past_booker,135.0,1,2,,0.0,1,1,1
207,2.0,8,193.0,instant_book,new,0.0,56,2,,0.0,1,1,1
208,2.0,4,750.0,book_it,new,10.0,15,5,4.066666666666666,11.133333333333333,1,1,1
209,4.0,3,61.0,contact_me,new,0.0,22,4,283.71666666666664,,1,0,0
210,10.0,6,80.0,book_it,new,5.0,41,4,47.01666666666666,2265.333333333333,1,1,1
211,3.0,4,258.0,instant_book,new,24.0,236,6,,0.0,1,1,1
212,4.0,25,999.0,contact_me,past_booker,1.0,100,21,36.56666666666667,1072.7,1,1,0
213,2.0,8,254.0,book_it,past_booker,20.0,20,7,100.9,0.7833333333333333,1,1,1
214,5.0,3,138.0,contact_me,new,0.0,48,4,891.8,,1,0,0
215,2.0,4,46.0,contact_me,past_booker,0.0,75,7,,0.0,1,1,0
216,3.0,9,94.0,contact_me,new,0.0,17,2,6.15,,1,0,0
217,2.0,12,702.0,contact_me,past_booker,3.0,28,6,2.833333333333333,,1,0,0
218,3.0,5,240.0,instant_book,new,29.0,53,5,,0.0,1,1,1
219,3.0,3,0.0,book_it,past_booker,2.0,31,3,1682.8833333333334,,1,0,0
220,2.0,8,90.0,contact_me,new,5.0,93,8,315.8333333333333,,1,0,0
221,2.0,6,163.0,book_it,past_booker,96.0,9,2,,0.0,1,1,1
222,4.0,2,163.0,contact_me,new,1.0,24,4,1.9333333333333336,,1,0,0
223,1.0,4,253.0,instant_book,past_booker,35.0,106,4,,0.0,1,1,1
224,2.0,6,78.0,instant_book,new,0.0,79,3,,0.0,1,1,1
225,2.0,9,211.0,book_it,past_booker,10.0,24,5,,0.0,1,1,1
226,4.0,16,30.0,contact_me,past_booker,3.0,33,8,,0.0,1,1,0
227,1.0,6,144.0,instant_book,new,11.0,34,7,,0.0,1,1,1
228,2.0,55,73.0,book_it,new,1.0,20,5,18.183333333333334,4.966666666666667,1,1,1
229,1.0,4,42.0,contact_me,new,0.0,29,6,8.616666666666667,,1,0,0
230,2.0,10,398.0,instant_book,past_booker,0.0,155,3,,0.0,1,1,1
231,4.0,4,194.0,contact_me,new,0.0,153,1,6.766666666666668,4.716666666666667,1,1,0
232,1.0,10,106.0,book_it,new,2.0,143,14,,0.0,1,1,1
233,2.0,1,118.0,contact_me,new,0.0,209,10,,,0,0,0
234,3.0,5,0.0,instant_book,new,86.0,1,2,,0.0,1,1,1
235,3.0,7,0.0,instant_book,new,11.0,15,3,,0.0,1,1,1
236,1.0,9,256.0,book_it,past_booker,0.0,66,4,,0.0,1,1,1
237,5.0,24,307.0,book_it,new,6.0,44,5,,0.0,1,1,1
238,5.0,1,262.0,book_it,new,1.0,29,8,,,0,0,0
239,1.0,9,146.0,instant_book,new,4.0,178,3,,0.0,1,1,1
240,2.0,2,154.0,contact_me,new,12.0,221,2,36.31666666666667,,1,0,0
241,2.0,11,166.0,instant_book,new,26.0,5,7,,0.0,1,1,1
242,2.0,3,141.0,book_it,past_booker,26.0,5,3,,0.0,1,1,1
243,1.0,5,47.0,contact_me,past_booker,0.0,67,10,6.15,,1,0,0
244,2.0,5,153.0,book_it,past_booker,0.0,166,9,77.95,1.0000000000000002,1,1,1
245,3.0,4,256.0,book_it,new,0.0,155,31,2494.0666666666666,,1,0,0
246,4.0,31,209.0,instant_book,new,0.0,117,2,,0.0,1,1,1
247,2.0,8,135.0,book_it,new,45.0,62,3,105.08333333333331,44.9,1,1,1
248,4.0,3,315.0,book_it,new,0.0,1,2,1027.8333333333335,,1,0,0
249,2.0,2,181.0,contact_me,new,9.0,107,6,290.2,,1,0,0
250,1.0,12,147.0,instant_book,new,32.0,54,5,,0.0,1,1,1
251,1.0,4,65.0,contact_me,new,0.0,201,4,40.43333333333333,,1,0,0
252,3.0,4,0.0,instant_book,new,11.0,138,2,,0.0,1,1,1
253,1.0,2,536.0,book_it,new,1.0,1,3,2797.55,,1,0,0
254,2.0,8,0.0,instant_book,past_booker,4.0,17,3,,0.0,1,1,1
255,2.0,13,245.0,book_it,past_booker,0.0,66,10,930.5166666666668,0.16666666666666666,1,1,1
256,1.0,3,280.0,instant_book,past_booker,47.0,0,3,,0.0,1,1,1
257,5.0,6,0.0,instant_book,past_booker,18.0,67,4,,0.0,1,1,1
258,2.0,5,547.0,contact_me,new,0.0,89,11,711.2166666666667,,1,0,0
259,2.0,3,9.0,instant_book,past_booker,0.0,9,4,,0.0,1,1,1
260,2.0,3,376.0,contact_me,past_booker,42.0,29,3,8.933333333333334,,1,0,0
261,4.0,5,364.0,contact_me,new,2.0,70,105,222.2,2409.5,1,1,0
262,4.0,4,78.0,contact_me,new,0.0,31,4,,0.0,1,1,0
263,2.0,9,290.0,contact_me,new,2.0,260,11,,0.0,1,1,0
264,2.0,7,0.0,instant_book,past_booker,0.0,96,6,,0.0,1,1,1
265,4.0,39,271.0,contact_me,new,15.0,120,6,33.01666666666667,958.65,1,1,1
266,4.0,7,142.0,instant_book,past_booker,10.0,173,7,,0.0,1,1,1
267,3.0,4,168.0,contact_me,new,0.0,30,5,179.28333333333333,,1,0,0
268,4.0,20,11.0,book_it,new,0.0,162,5,182.95,0.4,1,1,1
269,2.0,10,113.0,instant_book,past_booker,71.0,201,2,,0.0,1,1,1
270,1.0,3,7.0,instant_book,past_booker,0.0,62,28,,0.0,1,1,1
271,3.0,2,83.0,contact_me,past_booker,0.0,122,4,237.28333333333333,,1,0,0
272,2.0,7,704.0,book_it,past_booker,10.0,12,11,8.866666666666667,18.433333333333334,1,1,1
273,1.0,4,150.0,book_it,new,0.0,16,3,79.45,,1,0,0
274,2.0,24,156.0,instant_book,new,0.0,54,12,,0.0,1,1,1
275,1.0,2,361.0,contact_me,new,0.0,6,3,450.05,,1,0,0
276,5.0,3,564.0,contact_me,new,20.0,247,6,0.0,,1,0,0
277,6.0,3,142.0,contact_me,new,0.0,34,4,75.91666666666667,,1,0,0
278,5.0,4,0.0,book_it,past_booker,1.0,102,12,404.2,,1,0,0
279,1.0,4,260.0,book_it,past_booker,0.0,18,28,609.2833333333333,,1,0,0
280,3.0,7,114.0,contact_me,past_booker,0.0,26,11,592.1,1420.666666666667,1,1,0
281,4.0,9,231.0,contact_me,new,0.0,66,8,313.06666666666666,8803.5,1,1,0
282,2.0,2,195.0,contact_me,new,1.0,39,30,167.1,,1,0,0
283,4.0,5,37.0,book_it,past_booker,5.0,15,15,,0.0,1,1,1
284,2.0,4,131.0,contact_me,past_booker,13.0,197,14,,0.0,1,1,0
285,2.0,8,202.0,contact_me,past_booker,0.0,11,5,0.0,,1,0,0
286,6.0,1,175.0,book_it,new,2.0,90,2,,,0,0,0
287,2.0,3,46.0,book_it,past_booker,0.0,85,2,,,0,0,0
288,2.0,24,213.0,instant_book,past_booker,30.0,106,6,,0.0,1,1,1
289,4.0,2,18.0,contact_me,past_booker,0.0,200,22,3.75,,1,0,0
290,2.0,15,165.0,book_it,new,7.0,94,3,12.733333333333333,,1,0,0
291,2.0,2,250.0,book_it,new,4.0,103,7,,,0,0,0
292,3.0,3,0.0,book_it,new,3.0,97,11,688.7333333333332,,1,0,0
293,4.0,3,0.0,book_it,past_booker,5.0,137,4,725.4833333333332,,1,0,0
294,2.0,3,250.0,contact_me,new,0.0,53,5,,0.0,1,1,0
295,1.0,4,44.0,contact_me,new,0.0,168,30,69.95,758.8333333333335,1,1,0
296,1.0,5,333.0,contact_me,new,8.0,69,4,6.35,68.9,1,1,0
297,2.0,17,67.0,instant_book,past_booker,8.0,25,4,,0.0,1,1,1
298,1.0,13,548.0,instant_book,new,27.0,3,3,,0.0,1,1,1
299,6.0,4,146.0,contact_me,past_booker,0.0,149,6,240.66666666666663,,1,0,0
300,5.0,5,0.0,instant_book,past_booker,19.0,9,2,,0.0,1,1,1
301,3.0,10,599.0,instant_book,new,63.0,106,3,,0.0,1,1,1
302,5.0,4,128.0,book_it,past_booker,0.0,12,6,,,0,0,0
303,2.0,4,219.0,contact_me,new,0.0,57,13,158.5,,1,0,0
304,2.0,2,102.0,book_it,new,1.0,31,3,21.48333333333333,,1,0,0
305,2.0,2,285.0,contact_me,new,32.0,9,3,10.633333333333333,,1,0,0
306,5.0,4,247.0,contact_me,new,3.0,80,15,568.4166666666666,,1,0,0
307,4.0,2,24.0,book_it,past_booker,0.0,72,7,1204.6666666666667,,1,0,0
308,2.0,9,0.0,book_it,past_booker,22.0,25,2,,0.0,1,1,1
309,2.0,2,0.0,book_it,past_booker,0.0,182,4,792.2666666666668,,1,0,0
310,2.0,15,174.0,book_it,past_booker,38.0,13,5,,0.0,1,1,1
311,4.0,18,142.0,contact_me,new,16.0,2,5,,0.0,1,1,0
312,2.0,1,657.0,book_it,past_booker,2.0,27,4,,,0,0,0
313,2.0,2,255.0,contact_me,new,0.0,0,3,1097.9333333333334,,1,0,0
314,4.0,2,63.0,book_it,new,0.0,126,19,346.3,,1,0,0
315,1.0,4,0.0,instant_book,past_booker,148.0,24,2,,0.0,1,1,1
316,4.0,2,453.0,contact_me,past_booker,1.0,183,6,216.13333333333333,,1,0,0
317,2.0,1,265.0,contact_me,past_booker,0.0,86,6,,,0,0,0
318,3.0,5,138.0,book_it,past_booker,1.0,55,1,2213.433333333333,,1,0,0
319,4.0,4,247.0,instant_book,past_booker,2.0,44,7,,0.0,1,1,1
320,1.0,2,198.0,book_it,past_booker,0.0,0,1,,,0,0,0
321,1.0,3,236.0,contact_me,new,0.0,114,7,,0.0,1,1,0
322,10.0,2,96.0,contact_me,new,7.0,125,2,1351.9333333333334,,1,0,0
323,4.0,5,40.0,book_it,past_booker,0.0,16,2,786.6333333333333,,1,0,0
324,3.0,6,352.0,contact_me,new,0.0,38,23,62.48333333333334,743.1,1,1,0
325,6.0,19,39.0,book_it,past_booker,15.0,94,3,,0.0,1,1,1
326,1.0,4,258.0,contact_me,new,20.0,5,7,113.56666666666666,0.15,1,1,0
327,4.0,1,257.0,contact_me,new,1.0,34,3,,,0,0,0
328,4.0,2,167.0,contact_me,new,0.0,57,1,161.2,,1,0,0
329,4.0,5,249.0,contact_me,new,5.0,68,2,761.35,0.9833333333333336,1,1,0
330,4.0,21,87.0,book_it,new,0.0,29,9,0.7,,1,0,0
331,5.0,3,141.0,contact_me,new,0.0,68,7,1427.55,,1,0,0
332,2.0,8,418.0,contact_me,new,1.0,105,13,,0.0,1,1,0
333,5.0,2,205.0,book_it,new,1.0,24,6,817.5833333333335,,1,0,0
